"","site_location_name","ignition_d","Data_Source","OBJECTID","fire_id","fire_name","capture_da","extinguish","fire_type","ignition_c","capt_metho","area_ha","perim_km","state","agency","Shape__Are","Shape__Len","BurnDate","FirstDay","LastDay"
"242","WAAPIL0009","1999/12/26","Historical_BushFires_Boundaries",139314,"999","",NA,"","Unknown","","Landsat",793,72,"WA (Western Australia)","WA DFES",0.000802050524271,0.400741821094822,NA,NA,NA
"243","WAAVIB0004","2023/03/18","Historical_BushFires_Boundaries",16514,"EKM_056","Cockburn Ranges",NA,"","Prescribed Burn","","Multiple",110090,177,"WA (Western Australia)","WA DFES",0.092844973298838,1.62618454611972,NA,NA,NA
"244","WAASWA0004","1986/01/21","Historical_BushFires_Boundaries",205316,"22","",NA,"","Bushfire","Incendiary","Unknown",11890,89,"WA (Western Australia)","WA DFES",0.011274735534016,0.883138477158995,NA,NA,NA
"245","QDAGUP0029","2019/08/12","Historical_BushFires_Boundaries",303517,"","Staaten River National Park/NP/W/2019/001",NA,"2019/10/21","Bushfire","","",756022,601,"QLD (Queensland)","QPWS",0.641431548535593,5.53792246551697,NA,NA,NA
"246","QDAGUP0030","2019/08/12","Historical_BushFires_Boundaries",303517,"","Staaten River National Park/NP/W/2019/001",NA,"2019/10/21","Bushfire","","",756022,601,"QLD (Queensland)","QPWS",0.641431548535593,5.53792246551697,NA,NA,NA
"247","QDAGUP0031","2019/08/12","Historical_BushFires_Boundaries",303517,"","Staaten River National Park/NP/W/2019/001",NA,"2019/10/21","Bushfire","","",756022,601,"QLD (Queensland)","QPWS",0.641431548535593,5.53792246551697,NA,NA,NA
"248","SAAKAN0008","1958/02/25","Historical_BushFires_Boundaries",9916,"0","",NA,"","Bushfire","","Aerial photography",197,15,"SA (South Australia)","SA DEW",0.000203537626476,0.110010913099821,NA,NA,NA
"249","WAAPIL0015","2000/02/13","Historical_BushFires_Boundaries",310718,"999","",NA,"","Unknown","","Landsat",964295,36127,"WA (Western Australia)","WA DFES",0.1516900698482,5.73426744314445,NA,NA,NA
"250","QDAEIU0001","2007/06/04","Historical_BushFires_Boundaries",11919,"","Blackbraes National Park/2007/P/1",NA,"2007/08/06","Prescribed Burn","","",1113,16,"QLD (Queensland)","QPWS",0.000958236707447,0.152238201840554,NA,NA,NA
"251","QDAEIU0002","2007/06/04","Historical_BushFires_Boundaries",11919,"","Blackbraes National Park/2007/P/1",NA,"2007/08/06","Prescribed Burn","","",1113,16,"QLD (Queensland)","QPWS",0.000958236707447,0.152238201840554,NA,NA,NA
"252","QDAGUP0029","2016/11/14","Historical_BushFires_Boundaries",68319,"","Staaten River National Park/NP/W/2016/005",NA,"2016/12/12","Bushfire","","",184151,709,"QLD (Queensland)","QPWS",0.15850501402906,4.88298538385938,NA,NA,NA
"253","QDAGUP0030","2016/11/14","Historical_BushFires_Boundaries",68319,"","Staaten River National Park/NP/W/2016/005",NA,"2016/12/12","Bushfire","","",184151,709,"QLD (Queensland)","QPWS",0.15850501402906,4.88298538385938,NA,NA,NA
"254","QDAGUP0031","2016/11/14","Historical_BushFires_Boundaries",68319,"","Staaten River National Park/NP/W/2016/005",NA,"2016/12/12","Bushfire","","",184151,709,"QLD (Queensland)","QPWS",0.15850501402906,4.88298538385938,NA,NA,NA
"255","WAAPIL0031","2000/02/13","Historical_BushFires_Boundaries",310720,"999","",NA,"","Unknown","","Landsat",964295,36127,"WA (Western Australia)","WA DFES",0.060955800458032,6.46685779559113,NA,NA,NA
"256","WAAPIL0032","2000/02/13","Historical_BushFires_Boundaries",310720,"999","",NA,"","Unknown","","Landsat",964295,36127,"WA (Western Australia)","WA DFES",0.060955800458032,6.46685779559113,NA,NA,NA
"257","WAAPIL0033","2000/02/13","Historical_BushFires_Boundaries",310720,"999","",NA,"","Unknown","","Landsat",964295,36127,"WA (Western Australia)","WA DFES",0.060955800458032,6.46685779559113,NA,NA,NA
"258","QDAEIU0006","2016/01/07","Historical_BushFires_Boundaries",60320,"","Fire Advice/2016/23",NA,"2016/01/10","Prescribed Burn","","",3035,28,"QLD (Queensland)","QPWS",0.002596183254582,0.259630376228905,NA,NA,NA
"259","QDAEIU0007","2016/01/07","Historical_BushFires_Boundaries",60320,"","Fire Advice/2016/23",NA,"2016/01/10","Prescribed Burn","","",3035,28,"QLD (Queensland)","QPWS",0.002596183254582,0.259630376228905,NA,NA,NA
"260","QDAGUP0029","2012/11/18","Historical_BushFires_Boundaries",8920,"","Staaten River National Park/2013/W/3",NA,"","Bushfire","","",244516,482,"QLD (Queensland)","QPWS",0.2155419019291,2.97458563879652,NA,NA,NA
"261","QDAGUP0030","2012/11/18","Historical_BushFires_Boundaries",8920,"","Staaten River National Park/2013/W/3",NA,"","Bushfire","","",244516,482,"QLD (Queensland)","QPWS",0.2155419019291,2.97458563879652,NA,NA,NA
"262","QDAGUP0031","2012/11/18","Historical_BushFires_Boundaries",8920,"","Staaten River National Park/2013/W/3",NA,"","Bushfire","","",244516,482,"QLD (Queensland)","QPWS",0.2155419019291,2.97458563879652,NA,NA,NA
"263","WAAPIL0004","2000/08/30","Historical_BushFires_Boundaries",55320,"999","",NA,"","Unknown","","Landsat",11242,431,"WA (Western Australia)","WA DFES",0.011564792595209,1.41734631636511,NA,NA,NA
"264","WAAPIL0005","2018/01/19","Historical_BushFires_Boundaries",151721,"BF 2018 PIL 051","",NA,"","Bushfire","Natural","Landsat",1480,116,"WA (Western Australia)","WA DFES",0.001475037488035,0.68853349087114,NA,NA,NA
"265","WAAVIB0001","2015/04/16","Historical_BushFires_Boundaries",197722,"EKM_023","Parry Lagoons - Ngamoowalem",NA,"","Prescribed Burn","","Unknown",52227,186,"WA (Western Australia)","WA DFES",0.054389913363707,1.14461475986911,NA,NA,NA
"266","WAAVIB0002","2015/04/16","Historical_BushFires_Boundaries",197722,"EKM_023","Parry Lagoons - Ngamoowalem",NA,"","Prescribed Burn","","Unknown",52227,186,"WA (Western Australia)","WA DFES",0.054389913363707,1.14461475986911,NA,NA,NA
"267","QDAGUP0029","2013/11/20","Historical_BushFires_Boundaries",216323,"","Staaten River National Park/2013/P/2",NA,"2013/11/21","Prescribed Burn","","",25614,96,"QLD (Queensland)","QPWS",0.021710771416565,0.878062401659206,NA,NA,NA
"268","QDAGUP0030","2013/11/20","Historical_BushFires_Boundaries",216323,"","Staaten River National Park/2013/P/2",NA,"2013/11/21","Prescribed Burn","","",25614,96,"QLD (Queensland)","QPWS",0.021710771416565,0.878062401659206,NA,NA,NA
"269","QDAGUP0031","2013/11/20","Historical_BushFires_Boundaries",216323,"","Staaten River National Park/2013/P/2",NA,"2013/11/21","Prescribed Burn","","",25614,96,"QLD (Queensland)","QPWS",0.021710771416565,0.878062401659206,NA,NA,NA
"270","WAAPIL0030","2000/02/13","Historical_BushFires_Boundaries",310723,"999","",NA,"","Unknown","","Landsat",964295,36127,"WA (Western Australia)","WA DFES",0.023807311802784,3.53253673182768,NA,NA,NA
"271","WAAPIL0031","1996/11/08","Historical_BushFires_Boundaries",310524,"999","",NA,"","Unknown","","Landsat",391778,19015,"WA (Western Australia)","WA DFES",0.097985121209604,4.25245416789621,NA,NA,NA
"272","WAAPIL0032","1996/11/08","Historical_BushFires_Boundaries",310524,"999","",NA,"","Unknown","","Landsat",391778,19015,"WA (Western Australia)","WA DFES",0.097985121209604,4.25245416789621,NA,NA,NA
"273","WAAPIL0033","1996/11/08","Historical_BushFires_Boundaries",310524,"999","",NA,"","Unknown","","Landsat",391778,19015,"WA (Western Australia)","WA DFES",0.097985121209604,4.25245416789621,NA,NA,NA
"274","SAAKAN0004","2007/12/06","Historical_BushFires_Boundaries",156125,"200712067","Solly",NA,"","Bushfire","","Aerial photography",2950,70,"SA (South Australia)","SA DEW",0.002975355033868,0.443453142043787,NA,NA,NA
"275","WAAJAF0001","2017/11/06","Historical_BushFires_Boundaries",67124,"FRK_053","Table Hill",NA,"","Prescribed Burn","","Ground intelligence",10313,111,"WA (Western Australia)","WA DFES",0.010729472603089,0.56729211475291,NA,NA,NA
"276","QDAGUP0029","2020/10/12","Historical_BushFires_Boundaries",13325,"","Staaten River National Park/NP/W/2020/002",NA,"2020/11/12","Bushfire","","",546218,2351,"QLD (Queensland)","QPWS",0.488449999232671,11.8449998000021,NA,NA,NA
"277","QDAGUP0029","2014/10/14","Historical_BushFires_Boundaries",28925,"","Staaten River National Park/2015/W/2",NA,"","Bushfire","","",1261063,1336,"QLD (Queensland)","QPWS",1.10374219249388,8.63396231864098,NA,NA,NA
"278","QDAGUP0030","2020/10/12","Historical_BushFires_Boundaries",13325,"","Staaten River National Park/NP/W/2020/002",NA,"2020/11/12","Bushfire","","",546218,2351,"QLD (Queensland)","QPWS",0.488449999232671,11.8449998000021,NA,NA,NA
"279","QDAGUP0030","2014/10/14","Historical_BushFires_Boundaries",28925,"","Staaten River National Park/2015/W/2",NA,"","Bushfire","","",1261063,1336,"QLD (Queensland)","QPWS",1.10374219249388,8.63396231864098,NA,NA,NA
"280","QDAGUP0031","2020/10/12","Historical_BushFires_Boundaries",13325,"","Staaten River National Park/NP/W/2020/002",NA,"2020/11/12","Bushfire","","",546218,2351,"QLD (Queensland)","QPWS",0.488449999232671,11.8449998000021,NA,NA,NA
"281","QDAGUP0031","2014/10/14","Historical_BushFires_Boundaries",28925,"","Staaten River National Park/2015/W/2",NA,"","Bushfire","","",1261063,1336,"QLD (Queensland)","QPWS",1.10374219249388,8.63396231864098,NA,NA,NA
"282","SAAKAN0009","1978/02/01","Historical_BushFires_Boundaries",119529,"0","",NA,"","Bushfire","","Aerial photography",1952,70,"SA (South Australia)","SA DEW",0.002169298240005,0.274495799952656,NA,NA,NA
"283","QDAGUP0029","2004/10/03","Historical_BushFires_Boundaries",91730,"","Staaten River National Park/2005/W/1",NA,"","Bushfire","","",598699,538,"QLD (Queensland)","QPWS",0.520259213310283,4.09974433054186,NA,NA,NA
"284","QDAGUP0030","2004/10/03","Historical_BushFires_Boundaries",91730,"","Staaten River National Park/2005/W/1",NA,"","Bushfire","","",598699,538,"QLD (Queensland)","QPWS",0.520259213310283,4.09974433054186,NA,NA,NA
"285","QDAGUP0031","2004/10/03","Historical_BushFires_Boundaries",91730,"","Staaten River National Park/2005/W/1",NA,"","Bushfire","","",598699,538,"QLD (Queensland)","QPWS",0.520259213310283,4.09974433054186,NA,NA,NA
"286","QDACYP0017","2014/10/14","Historical_BushFires_Boundaries",89531,"","Heathlands Regional Park/2015/W/2",NA,"","Bushfire","","",21884,95,"QLD (Queensland)","QPWS",0.018136712709293,0.868990297801979,NA,NA,NA
"287","TCATCH0010","2002/01/01","Historical_BushFires_Boundaries",300332,"1759","Doctors Point grassland",NA,"","Prescribed Burn","","",90,9,"TAS (Tasmania)","TAS DNRE",9.7943906439e-05,0.094032001168052,NA,NA,NA
"288","WAACEK0002","2010/04/29","Historical_BushFires_Boundaries",192332,"K001","King Leopold Ranges CP",NA,"","Prescribed Burn","","Aerial photography",171717,1719,"WA (Western Australia)","WA DFES",0.149571341241881,14.4545776261093,NA,NA,NA
"289","WAAPIL0020","2000/11/18","Historical_BushFires_Boundaries",115132,"999","",NA,"","Unknown","","Landsat",36606,2132,"WA (Western Australia)","WA DFES",0.039830551841078,6.2188079503779,NA,NA,NA
"290","SATEYB0001","2015/11/25","Historical_BushFires_Boundaries",310534,"201511009","Pinery",NA,"","Bushfire","","Aerial photography",78505,850,"SA (South Australia)","SA DEW",0.011162681466431,0.990757595856217,NA,NA,NA
"291","WAAPIL0001","1996/11/15","Historical_BushFires_Boundaries",311934,"999","",NA,"","Unknown","","Landsat",278177,7550,"WA (Western Australia)","WA DFES",0.100964398521683,5.11053565873866,NA,NA,NA
"292","WAAPIL0012","1996/11/15","Historical_BushFires_Boundaries",311934,"999","",NA,"","Unknown","","Landsat",278177,7550,"WA (Western Australia)","WA DFES",0.100964398521683,5.11053565873866,NA,NA,NA
"293","WAAPIL0013","1996/11/15","Historical_BushFires_Boundaries",311934,"999","",NA,"","Unknown","","Landsat",278177,7550,"WA (Western Australia)","WA DFES",0.100964398521683,5.11053565873866,NA,NA,NA
"294","WAAVIB0001","2013/07/07","Historical_BushFires_Boundaries",23733,"005","Parry Lagoon / Floodplain",NA,"","Bushfire","Incendiary","MODIS",21491,254,"WA (Western Australia)","WA DFES",0.018431250021649,2.1150001320004,NA,NA,NA
"295","SAAKAN0010","1954/01/14","Historical_BushFires_Boundaries",151935,"0","",NA,"","Bushfire","","Aerial photography",1346,22,"SA (South Australia)","SA DEW",0.001343132576949,0.229084801767778,NA,NA,NA
"296","NSAMDD0004","1977/02/01","Historical_BushFires_Boundaries",277337,"0","fire 1977",NA,"","Bushfire","","",103534,194,"NSW (New South Wales)","NSW PWS",0.101364456259034,1.91759974272619,NA,NA,NA
"297","QDASEQ0002","1991/08/16","Historical_BushFires_Boundaries",123136,"","Bunya Mountains National Park/1991/W/1",NA,"","Bushfire","","",15,3,"QLD (Queensland)","QPWS",1.3597967154e-05,0.027024029907668,NA,NA,NA
"298","QDAGUP0029","2017/11/21","Historical_BushFires_Boundaries",87937,"","Staaten River National Park/P/2017/002",NA,"2017/12/05","Prescribed Burn","","",32360,113,"QLD (Queensland)","QPWS",0.027441649055618,1.04474804569685,NA,NA,NA
"299","QDAGUP0030","2017/11/21","Historical_BushFires_Boundaries",87937,"","Staaten River National Park/P/2017/002",NA,"2017/12/05","Prescribed Burn","","",32360,113,"QLD (Queensland)","QPWS",0.027441649055618,1.04474804569685,NA,NA,NA
"300","QDAGUP0031","2017/11/21","Historical_BushFires_Boundaries",87937,"","Staaten River National Park/P/2017/002",NA,"2017/12/05","Prescribed Burn","","",32360,113,"QLD (Queensland)","QPWS",0.027441649055618,1.04474804569685,NA,NA,NA
"301","QDAEIU0001","2010/03/23","Historical_BushFires_Boundaries",172339,"","Blackbraes National Park/2010/P/1",NA,"2010/11/15","Prescribed Burn","","",10419,114,"QLD (Queensland)","QPWS",0.008966239168785,1.05728947742348,NA,NA,NA
"302","QDAEIU0003","2010/03/23","Historical_BushFires_Boundaries",172339,"","Blackbraes National Park/2010/P/1",NA,"2010/11/15","Prescribed Burn","","",10419,114,"QLD (Queensland)","QPWS",0.008966239168785,1.05728947742348,NA,NA,NA
"303","NSTSYB0003","2019/10/25","Historical_BushFires_Boundaries",71140,"19102652934","Gospers Mountain",NA,"2020/02/09","Bushfire","","",479514,860,"NSW (New South Wales)","NSW PWS",0.46662217086714,7.64082782294577,NA,NA,NA
"304","NSTSYB0006","2019/10/25","Historical_BushFires_Boundaries",71140,"19102652934","Gospers Mountain",NA,"2020/02/09","Bushfire","","",479514,860,"NSW (New South Wales)","NSW PWS",0.46662217086714,7.64082782294577,NA,NA,NA
"305","NSTSYB0007","2019/10/25","Historical_BushFires_Boundaries",71140,"19102652934","Gospers Mountain",NA,"2020/02/09","Bushfire","","",479514,860,"NSW (New South Wales)","NSW PWS",0.46662217086714,7.64082782294577,NA,NA,NA
"306","NSTSYB0008","2019/10/25","Historical_BushFires_Boundaries",71140,"19102652934","Gospers Mountain",NA,"2020/02/09","Bushfire","","",479514,860,"NSW (New South Wales)","NSW PWS",0.46662217086714,7.64082782294577,NA,NA,NA
"307","NSTSYB0009","2019/10/25","Historical_BushFires_Boundaries",71140,"19102652934","Gospers Mountain",NA,"2020/02/09","Bushfire","","",479514,860,"NSW (New South Wales)","NSW PWS",0.46662217086714,7.64082782294577,NA,NA,NA
"308","WAACOO0031","2023/04/16","Historical_BushFires_Boundaries",242941,"KAL_036","Mt Walton Road",NA,"","Prescribed Burn","","Sentinel",712,85,"WA (Western Australia)","WA DFES",0.00067304646609,0.773699854111731,NA,NA,NA
"309","WAANOK0003","2011/05/01","Historical_BushFires_Boundaries",197741,"K005","MITCHELL RIVER NP",NA,"","Prescribed Burn","","Ground intelligence",313226,850,"WA (Western Australia)","WA DFES",0.267819003893919,6.44047104816295,NA,NA,NA
"310","WAANOK0006","2011/05/01","Historical_BushFires_Boundaries",197741,"K005","MITCHELL RIVER NP",NA,"","Prescribed Burn","","Ground intelligence",313226,850,"WA (Western Australia)","WA DFES",0.267819003893919,6.44047104816295,NA,NA,NA
"311","WAAPIL0003","2015/01/10","Historical_BushFires_Boundaries",264542,"58","UCL WITTENOOM KNP",NA,"","Bushfire","Natural","Landsat",16369,862,"WA (Western Australia)","WA DFES",0.015841476780452,2.32525457252305,NA,NA,NA
"312","WAACEK0002","2008/04/22","Historical_BushFires_Boundaries",38343,"KLR 01/08_AUTUMN","KLR 01/08_AUTUMN",NA,"","Prescribed Burn","","Aerial photography",75938,462,"WA (Western Australia)","WA DFES",0.064514751438992,4.27364249549379,NA,NA,NA
"313","WAAJAF0002","2015/11/06","Historical_BushFires_Boundaries",78343,"FRK_023","Perillup/Camballup",NA,"","Prescribed Burn","","Multiple",5342,112,"WA (Western Australia)","WA DFES",0.006197252430866,0.638881811345593,NA,NA,NA
"314","QDAEIU0004","2020/03/16","Historical_BushFires_Boundaries",273545,"","Blackbraes National Park/P/2020/001",NA,"2020/04/21","Prescribed Burn","","",8089,364,"QLD (Queensland)","QPWS",0.006966206405423,3.34139601744695,NA,NA,NA
"315","SATFLB0010","1988/01/02","Historical_BushFires_Boundaries",297147,"0","",NA,"","Bushfire","","Unknown",35805,251,"SA (South Australia)","SA DEW",0.035041912603447,1.71703564344556,NA,NA,NA
"316","SATFLB0011","1988/01/02","Historical_BushFires_Boundaries",297147,"0","",NA,"","Bushfire","","Unknown",35805,251,"SA (South Australia)","SA DEW",0.035041912603447,1.71703564344556,NA,NA,NA
"317","SAARIV0004","2007/11/17","Historical_BushFires_Boundaries",166948,"200711045","Bruno Bay",NA,"","Bushfire","","Unknown",817,72,"SA (South Australia)","SA DEW",0.000912416270239,0.539975011458082,NA,NA,NA
"318","SAARIV0005","2007/11/17","Historical_BushFires_Boundaries",166948,"200711045","Bruno Bay",NA,"","Bushfire","","Unknown",817,72,"SA (South Australia)","SA DEW",0.000912416270239,0.539975011458082,NA,NA,NA
"319","SAARIV0006","2007/11/17","Historical_BushFires_Boundaries",166948,"200711045","Bruno Bay",NA,"","Bushfire","","Unknown",817,72,"SA (South Australia)","SA DEW",0.000912416270239,0.539975011458082,NA,NA,NA
"320","WAAPIL0003","2005/11/24","Historical_BushFires_Boundaries",180948,"999","",NA,"","Unknown","","Landsat",34,6,"WA (Western Australia)","WA DFES",2.9330216421e-05,0.058862056949095,NA,NA,NA
"321","QDAEIU0004","2007/12/21","Historical_BushFires_Boundaries",212149,"","Blackbraes Regional Park/2008/W/1",NA,"","Bushfire","","",1087,18,"QLD (Queensland)","QPWS",0.000935485920763,0.170723377022516,NA,NA,NA
"322","WAACEK0002","2015/01/05","Historical_BushFires_Boundaries",276950,"WKM_004","King Leopold Ranges CP",NA,"","Prescribed Burn","","Unknown",266720,897,"WA (Western Australia)","WA DFES",0.251776237187642,6.3166435729386,NA,NA,NA
"323","WAACEK0003","2015/01/05","Historical_BushFires_Boundaries",276950,"WKM_004","King Leopold Ranges CP",NA,"","Prescribed Burn","","Unknown",266720,897,"WA (Western Australia)","WA DFES",0.251776237187642,6.3166435729386,NA,NA,NA
"324","QDACYP0017","2009/10/12","Historical_BushFires_Boundaries",256951,"","Heathlands Regional Park/2010/W/2",NA,"","Bushfire","","",6923,68,"QLD (Queensland)","QPWS",0.005737234476214,0.619831055083216,NA,NA,NA
"325","SAAKAN0004","1954/12/31","Historical_BushFires_Boundaries",259551,"0","",NA,"","Bushfire","","Unknown",1082,27,"SA (South Australia)","SA DEW",0.001094162011213,0.240984261351201,NA,NA,NA
"326","QDAEIU0004","2018/03/14","Historical_BushFires_Boundaries",11751,"","Blackbraes National Park/P/2018/001",NA,"2018/05/01","Prescribed Burn","","",4806,133,"QLD (Queensland)","QPWS",0.00413540824934,1.23620709216758,NA,NA,NA
"327","QDASEQ0002","2023/08/13","Historical_BushFires_Boundaries",45351,"","Bunya Mountains National Park/NP/W/2023/001",NA,"2023/08/18","Bushfire","","",523,15,"QLD (Queensland)","QPWS",0.000475667061892,0.142804957866535,NA,NA,NA
"328","WAACOO0016","1975/07/01","Historical_BushFires_Boundaries",310152,"999","",NA,"","Unknown","","Landsat",8344,318,"WA (Western Australia)","WA DFES",0.008296104013198,2.09268323106495,NA,NA,NA
"329","WAACOO0017","1975/07/01","Historical_BushFires_Boundaries",310152,"999","",NA,"","Unknown","","Landsat",8344,318,"WA (Western Australia)","WA DFES",0.008296104013198,2.09268323106495,NA,NA,NA
"330","WAACOO0018","1975/07/01","Historical_BushFires_Boundaries",310152,"999","",NA,"","Unknown","","Landsat",8344,318,"WA (Western Australia)","WA DFES",0.008296104013198,2.09268323106495,NA,NA,NA
"331","WAACOO0019","1975/07/01","Historical_BushFires_Boundaries",310152,"999","",NA,"","Unknown","","Landsat",8344,318,"WA (Western Australia)","WA DFES",0.008296104013198,2.09268323106495,NA,NA,NA
"332","WAAPIL0009","2005/11/24","Historical_BushFires_Boundaries",141752,"999","",NA,"","Unknown","","Landsat",745,36,"WA (Western Australia)","WA DFES",0.000657980086089,0.316349681766235,NA,NA,NA
"333","WAADAL0005","2021/11/17","Historical_BushFires_Boundaries",26752,"BF 2021 WKM 017","Yeeda",NA,"","Bushfire","Natural","MODIS",213793,1381,"WA (Western Australia)","WA DFES",0.20167513291949,6.94968810300185,NA,NA,NA
"334","TCATCH0010","2001/01/01","Historical_BushFires_Boundaries",199754,"1616","Doctors Point",NA,"","Prescribed Burn","","",90,9,"TAS (Tasmania)","TAS DNRE",9.7943906439e-05,0.094032001168052,NA,NA,NA
"335","SAAKAN0008","1991/02/09","Historical_BushFires_Boundaries",245957,"0","",NA,"","Bushfire","","Aerial photography",158,13,"SA (South Australia)","SA DEW",0.000165359490438,0.117588246158552,NA,NA,NA
"336","TCATCH0005","2019/01/15","Historical_BushFires_Boundaries",35957,"10148","Great Pine Tier",NA,"2019/03/12","Bushfire","Natural","",51268,700,"TAS (Tasmania)","TAS DNRE",0.058643945429139,5.25408025862549,NA,NA,NA
"337","TCATCH0009","2019/01/15","Historical_BushFires_Boundaries",35957,"10148","Great Pine Tier",NA,"2019/03/12","Bushfire","Natural","",51268,700,"TAS (Tasmania)","TAS DNRE",0.058643945429139,5.25408025862549,NA,NA,NA
"338","TCATCH0011","2019/01/15","Historical_BushFires_Boundaries",35957,"10148","Great Pine Tier",NA,"2019/03/12","Bushfire","Natural","",51268,700,"TAS (Tasmania)","TAS DNRE",0.058643945429139,5.25408025862549,NA,NA,NA
"339","QDACYP0018","2022/11/01","Historical_BushFires_Boundaries",74158,"","Jardine River National Park/NP/W/2022/002",NA,"2022/11/28","Bushfire","","",13439,118,"QLD (Queensland)","QPWS",0.011118989153715,1.0741414533682,NA,NA,NA
"340","WAACOO0016","2017/06/13","Historical_BushFires_Boundaries",217359,"KAL_016","Boorabbin low fuel buffers",NA,"","Prescribed Burn","","Ground intelligence",238,59,"WA (Western Australia)","WA DFES",0.000225558199645,0.585053926474191,NA,NA,NA
"341","WAACOO0017","2017/06/13","Historical_BushFires_Boundaries",217359,"KAL_016","Boorabbin low fuel buffers",NA,"","Prescribed Burn","","Ground intelligence",238,59,"WA (Western Australia)","WA DFES",0.000225558199645,0.585053926474191,NA,NA,NA
"342","NSANET0001","2019/10/26","Historical_BushFires_Boundaries",269960,"19102753281","Gulf Rd",NA,"2019/11/28","Bushfire","","",70268,165,"NSW (New South Wales)","NSW PWS",0.065212347872148,1.61377758191274,NA,NA,NA
"343","WAADAL0001","2021/05/03","Historical_BushFires_Boundaries",116560,"WKM_025","Windjana Gorge",NA,"","Prescribed Burn","","Landsat",36,4,"WA (Western Australia)","WA DFES",3.0579611121e-05,0.038364422966912,NA,NA,NA
"344","WAAGAS0002","2015/02/07","Historical_BushFires_Boundaries",245362,"999","",NA,"","Unknown","","Landsat",11461,453,"WA (Western Australia)","WA DFES",0.010648213072273,2.87418526787159,NA,NA,NA
"345","WAAVIB0002","2010/08/09","Historical_BushFires_Boundaries",237362,"7","PARRY LAGOONS",NA,"","Unknown","","Ground intelligence",16528,230,"WA (Western Australia)","WA DFES",0.014428527520863,1.71191416990088,NA,NA,NA
"346","SAAKAN0006","1955/12/31","Historical_BushFires_Boundaries",96762,"0","",NA,"","Bushfire","","Unknown",4925,104,"SA (South Australia)","SA DEW",0.005574409538895,0.783276850400732,NA,NA,NA
"347","WAACOO0029","2019/11/18","Historical_BushFires_Boundaries",272363,"BF 2019 GLD 017","West Credo UCL",NA,"","Bushfire","Natural","Landsat",18145,717,"WA (Western Australia)","WA DFES",0.017928679574879,4.655296076146,NA,NA,NA
"348","WAAVIB0004","2020/03/20","Historical_BushFires_Boundaries",173763,"EKM_056","Cockburn Ranges",NA,"","Prescribed Burn","","MODIS",37323,521,"WA (Western Australia)","WA DFES",0.036319875090157,3.38868487481017,NA,NA,NA
"349","WAGCOO0001","2019/11/18","Historical_BushFires_Boundaries",272363,"BF 2019 GLD 017","West Credo UCL",NA,"","Bushfire","Natural","Landsat",18145,717,"WA (Western Australia)","WA DFES",0.017928679574879,4.655296076146,NA,NA,NA
"350","WAGCOO0002","2019/11/18","Historical_BushFires_Boundaries",272363,"BF 2019 GLD 017","West Credo UCL",NA,"","Bushfire","Natural","Landsat",18145,717,"WA (Western Australia)","WA DFES",0.017928679574879,4.655296076146,NA,NA,NA
"351","QDABBS0001","2020/12/02","Historical_BushFires_Boundaries",264164,"","Carnarvon National Park/NP/W/2020/004",NA,"2020/12/23","Bushfire","","",16568,79,"QLD (Queensland)","QPWS",0.014791110885653,0.757210091223947,NA,NA,NA
"352","QDABBS0002","2020/12/02","Historical_BushFires_Boundaries",264164,"","Carnarvon National Park/NP/W/2020/004",NA,"2020/12/23","Bushfire","","",16568,79,"QLD (Queensland)","QPWS",0.014791110885653,0.757210091223947,NA,NA,NA
"353","QDABBS0004","2020/12/02","Historical_BushFires_Boundaries",264164,"","Carnarvon National Park/NP/W/2020/004",NA,"2020/12/23","Bushfire","","",16568,79,"QLD (Queensland)","QPWS",0.014791110885653,0.757210091223947,NA,NA,NA
"354","QDABBS0005","2020/12/02","Historical_BushFires_Boundaries",264164,"","Carnarvon National Park/NP/W/2020/004",NA,"2020/12/23","Bushfire","","",16568,79,"QLD (Queensland)","QPWS",0.014791110885653,0.757210091223947,NA,NA,NA
"355","WAADAL0001","2015/03/31","Historical_BushFires_Boundaries",59563,"WKM_005","Devonian Reef - Windjana Gorge",NA,"","Prescribed Burn","","Unknown",696,18,"WA (Western Australia)","WA DFES",0.000591942926803,0.169696133849525,NA,NA,NA
"356","WAACOO0031","2002/02/20","Historical_BushFires_Boundaries",310765,"999","",NA,"","Unknown","","Landsat",295459,12003,"WA (Western Australia)","WA DFES",0.091210626027532,4.214700653308,NA,NA,NA
"357","QDAGUP0029","2022/10/21","Historical_BushFires_Boundaries",77765,"","Staaten River National Park/NP/W/2022/005",NA,"2022/11/16","Bushfire","","",287499,1396,"QLD (Queensland)","QPWS",0.254812500390244,7.28500007099986,NA,NA,NA
"358","QDAGUP0030","2022/10/21","Historical_BushFires_Boundaries",77765,"","Staaten River National Park/NP/W/2022/005",NA,"2022/11/16","Bushfire","","",287499,1396,"QLD (Queensland)","QPWS",0.254812500390244,7.28500007099986,NA,NA,NA
"359","QDAGUP0031","2022/10/21","Historical_BushFires_Boundaries",77765,"","Staaten River National Park/NP/W/2022/005",NA,"2022/11/16","Bushfire","","",287499,1396,"QLD (Queensland)","QPWS",0.254812500390244,7.28500007099986,NA,NA,NA
"360","SAAKAN0007","2007/12/06","Historical_BushFires_Boundaries",155366,"200712065","Chase",NA,"","Bushfire","","Aerial photography",60474,584,"SA (South Australia)","SA DEW",0.061480698519972,2.22158108780037,NA,NA,NA
